index,Reference,Owner,NIF/CIF,Registered office,City,Province,Postal Code,Concession opening,Concession termination,Municipality,Frequency,Frequency GHZ,Frequency GHZ rounded,Last opened concession,Number of concession,# of concession in municipality,# of owner in municipality,Population,population,Coordinates,Longitude,Latitude
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Amurrio,22074.5,22.0745,22.0,31/10/2007,407,3,2,small city,10264,"43.02565593907329, -2.9718927911008195", -2.9718927911008195,43.02565593907329
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Abadiño,12765.0,12.765,13.0,31/10/2007,407,4,2,small village,0,"43.12578176479929, -2.622355317118305", -2.622355317118305,43.12578176479929
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Abadiño,12793.0,12.793,13.0,31/10/2007,407,4,2,small village,0,"43.12578176479929, -2.622355317118305", -2.622355317118305,43.12578176479929
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Alonsotegi,15159.0,15.159,15.0,31/10/2007,407,23,2,small village,0,"43.228020767543605, -2.986832961834287", -2.986832961834287,43.228020767543605
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Alonsotegi,23075.5,23.0755,23.0,31/10/2007,407,23,2,small village,0,"43.228020767543605, -2.986832961834287", -2.986832961834287,43.228020767543605
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Alonsotegi,23089.5,23.0895,23.0,31/10/2007,407,23,2,small village,0,"43.228020767543605, -2.986832961834287", -2.986832961834287,43.228020767543605
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Alonsotegi,23117.5,23.1175,23.0,31/10/2007,407,23,2,small village,0,"43.228020767543605, -2.986832961834287", -2.986832961834287,43.228020767543605
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Arrigorriaga,22081.5,22.0815,22.0,31/10/2007,407,1,1,small city,12225,"43.208473398234155, -2.9129158416483247", -2.9129158416483247,43.208473398234155
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Barakaldo,22109.5,22.1095,22.0,31/10/2007,407,5,3,small village,0,"43.27273719042788, -3.0034009665471144", -3.0034009665471144,43.27273719042788
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Barrika,13031.0,13.031,13.0,31/10/2007,407,5,2,small village,0,"43.39789247804755, -2.962195313917967", -2.962195313917967,43.39789247804755
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Barrika,18360.0,18.36,18.0,31/10/2007,407,5,2,small village,0,"43.39789247804755, -2.962195313917967", -2.962195313917967,43.39789247804755
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bermeo,22088.5,22.0885,22.0,31/10/2007,407,8,2,small city,16864,"43.41333355665836, -2.7548594927697905", -2.7548594927697905,43.41333355665836
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bermeo,23096.5,23.0965,23.0,31/10/2007,407,8,2,small city,16864,"43.41333355665836, -2.7548594927697905", -2.7548594927697905,43.41333355665836
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bermeo,37142.0,37.142,37.0,31/10/2007,407,8,2,small city,16864,"43.41333355665836, -2.7548594927697905", -2.7548594927697905,43.41333355665836
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bermeo,38402.0,38.402,38.0,31/10/2007,407,8,2,small city,16864,"43.41333355665836, -2.7548594927697905", -2.7548594927697905,43.41333355665836
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bilbao,22067.5,22.0675,22.0,31/10/2007,407,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bilbao,22071.0,22.071,22.0,31/10/2007,407,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bilbao,22081.5,22.0815,22.0,31/10/2007,407,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bilbao,23079.0,23.079,23.0,31/10/2007,407,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Bilbao,23082.5,23.0825,23.0,31/10/2007,407,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Gizaburuaga,22113.0,22.113,22.0,31/10/2007,407,1,1,small village,0,"43.33042460633911, -2.5406410411289224", -2.5406410411289224,43.33042460633911
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Ispaster,23121.0,23.121,23.0,31/10/2007,407,14,2,small village,0,"43.35620070299246, -2.5486295076162837", -2.5486295076162837,43.35620070299246
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Lemoa,14739.0,14.739,15.0,31/10/2007,407,4,3,small village,0,"43.20442750079056, -2.770602001828868", -2.770602001828868,43.20442750079056
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Mundaka,14998.0,14.998,15.0,31/10/2007,407,1,1,small village,0,"43.40403612426077, -2.7087549095478933", -2.7087549095478933,43.40403612426077
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Munitibar-Arbatzegi Gerrikaitz,13031.0,13.031,13.0,31/10/2007,407,31,4,small village,0,"43.25877018701683, -2.597848103138358", -2.597848103138358,43.25877018701683
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Munitibar-Arbatzegi Gerrikaitz,13059.0,13.059,13.0,31/10/2007,407,31,4,small village,0,"43.25877018701683, -2.597848103138358", -2.597848103138358,43.25877018701683
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Munitibar-Arbatzegi Gerrikaitz,14578.0,14.578,15.0,31/10/2007,407,31,4,small village,0,"43.25877018701683, -2.597848103138358", -2.597848103138358,43.25877018701683
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Munitibar-Arbatzegi Gerrikaitz,22074.5,22.0745,22.0,31/10/2007,407,31,4,small village,0,"43.25877018701683, -2.597848103138358", -2.597848103138358,43.25877018701683
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Muxika,23082.5,23.0825,23.0,31/10/2007,407,1,1,small village,0,"43.25885774640293, -2.6859998379330534", -2.6859998379330534,43.25885774640293
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Orozko,22071.0,22.071,22.0,31/10/2007,407,6,1,small village,0,"43.08811962236431, -2.8781333573094816", -2.8781333573094816,43.08811962236431
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Orozko,23079.0,23.079,23.0,31/10/2007,407,6,1,small village,0,"43.08811962236431, -2.8781333573094816", -2.8781333573094816,43.08811962236431
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Orozko,23082.5,23.0825,23.0,31/10/2007,407,6,1,small village,0,"43.08811962236431, -2.8781333573094816", -2.8781333573094816,43.08811962236431
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Santurtzi,12765.0,12.765,13.0,31/10/2007,407,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Sestao,22074.5,22.0745,22.0,31/10/2007,407,3,2,small city,27452,"43.30826625555241, -2.9991146360499155", -2.9991146360499155,43.30826625555241
0,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Sopela,19370.0,19.37,19.0,31/10/2007,407,2,2,small village,0,"43.37769468408929, -2.9790345901145763", -2.9790345901145763,43.37769468408929
1,BIBI-0700353,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,27/11/2007,31/12/2027,Bilbao,19315.0,19.315,19.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
1,BIBI-0700353,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,27/11/2007,31/12/2027,Bilbao,19535.0,19.535,20.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
1,BIBI-0700353,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,27/11/2007,31/12/2027,Zamudio,18305.0,18.305,18.0,31/10/2012,2296,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
1,BIBI-0700353,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,27/11/2007,31/12/2027,Zamudio,18525.0,18.525,19.0,31/10/2012,2296,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Arriate,17810.0,17.81,18.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Arriate,17975.0,17.975,18.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Arriate,18030.0,18.03,18.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Arriate,18360.0,18.36,18.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Arriate,18470.0,18.47,18.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Bilbao,18820.0,18.82,19.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Bilbao,18985.0,18.985,19.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Bilbao,19040.0,19.04,19.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Bilbao,19370.0,19.37,19.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
2,BIBI-0700354,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,30/11/2007,31/12/2027,Bilbao,19480.0,19.48,19.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
3,BIBI-0800011,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,18/11/2008,31/12/2023,Bilbao,15019.0,15.019,15.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
3,BIBI-0800011,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,18/11/2008,31/12/2023,Bilbao,22190.0,22.19,22.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
3,BIBI-0800011,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,18/11/2008,31/12/2023,Bilbao,23198.0,23.198,23.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
3,BIBI-0800011,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,18/11/2008,31/12/2023,Valle de Trápaga-Trapagaran,14599.0,14.599,15.0,31/10/2012,2296,4,3,small village,0,"43.28958064545651, -3.03701439032", -3.03701439032,43.28958064545651
4,BIBI-1100250,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,24/08/2011,31/12/2026,Bilbao,15019.0,15.019,15.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
4,BIBI-1100250,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,24/08/2011,31/12/2026,Santurtzi,14599.0,14.599,15.0,31/10/2012,1127,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
5,BIBI-1100251,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,01/07/2011,31/12/2026,Abanto y Ciérvana-Abanto Zierbena,18030.0,18.03,18.0,31/10/2012,1127,1,1,small village,0,"43.30866162940324, -3.0889080424469415", -3.0889080424469415,43.30866162940324
5,BIBI-1100251,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,01/07/2011,31/12/2026,Bilbao,19040.0,19.04,19.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
6,BIBI-1400091,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,30/04/2014,31/12/2024,Zamudio,6505.0,6.505,7.0,31/05/2017,2271,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
6,BIBI-1400091,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,30/04/2014,31/12/2024,Ziortza-Bolibar,6845.0,6.845,7.0,31/05/2017,2271,12,2,small village,0,"43.2454707707036, -2.554451552808787", -2.554451552808787,43.2454707707036
7,BIBI-1700097,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,03/03/2017,31/12/2027,Bilbao,38321.5,38.3215,38.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
7,BIBI-1700097,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,03/03/2017,31/12/2027,Loiu,37061.5,37.0615,37.0,31/10/2012,2296,3,1,small village,0,"43.316657330332205, -2.9150724193193738", -2.9150724193193738,43.316657330332205
8,BIBI-1700211,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/07/2017,31/12/2027,Bilbao,23198.0,23.198,23.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
8,BIBI-1700211,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/07/2017,31/12/2027,Bilbao,23366.0,23.366,23.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
8,BIBI-1700211,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/07/2017,31/12/2027,Zamudio,22190.0,22.19,22.0,31/10/2012,1127,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
8,BIBI-1700211,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/07/2017,31/12/2027,Zamudio,22358.0,22.358,22.0,31/10/2012,1127,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
9,BIBI-1800356,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,02/07/2018,31/12/2023,Bilbao,37061.5,37.0615,37.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
9,BIBI-1800356,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,02/07/2018,31/12/2023,Bilbao,38321.5,38.3215,38.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
10,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI  ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Santurtzi,75750.0,75.75,76.0,31/10/2007,407,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
10,BIBI-0700268,ITELAZPI,A95282216,"CL TEKNOLOGI  ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2027,Santurtzi,85750.0,85.75,86.0,31/10/2007,407,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
11,BIBI-1900399,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,23/05/2019,31/12/2024,Erandio,75750.0,75.75,76.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
11,BIBI-1900399,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,23/05/2019,31/12/2024,Erandio,85750.0,85.75,86.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
12,BIBI-1900477,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,18/06/2019,31/12/2024,Erandio,85750.0,85.75,86.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
12,BIBI-1900477,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,18/06/2019,31/12/2024,Portugalete,75750.0,75.75,76.0,31/05/2017,2271,3,1,small city,45746,"43.316364309575704, -3.022303042747526", -3.022303042747526,43.316364309575704
13,BIBI-1900478,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,18/06/2019,31/12/2024,Bilbao,75750.0,75.75,76.0,31/05/2017,2271,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
13,BIBI-1900478,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,18/06/2019,31/12/2024,Bilbao,85750.0,85.75,86.0,31/05/2017,2271,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
14,BIBI-1900479,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,19/06/2019,31/12/2024,Berango,85750.0,85.75,86.0,31/05/2017,2271,1,1,village,7217,"43.35805535678792, -2.9814208334014674", -2.9814208334014674,43.35805535678792
14,BIBI-1900479,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,19/06/2019,31/12/2024,Getxo,75750.0,75.75,76.0,31/05/2017,2271,2,2,small village,0,"43.35574860991651, -3.009574817682986", -3.009574817682986,43.35574860991651
15,BIBI-1900493,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/07/2019,31/12/2024,Amorebieta-Etxano,75500.0,75.5,76.0,31/05/2017,2271,3,1,small village,0,"43.21545629444145, -2.7202095299498366", -2.7202095299498366,43.21545629444145
15,BIBI-1900493,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/07/2019,31/12/2024,Amorebieta-Etxano,75750.0,75.75,76.0,31/05/2017,2271,3,1,small village,0,"43.21545629444145, -2.7202095299498366", -2.7202095299498366,43.21545629444145
15,BIBI-1900493,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/07/2019,31/12/2024,Amorebieta-Etxano,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.21545629444145, -2.7202095299498366", -2.7202095299498366,43.21545629444145
15,BIBI-1900493,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/07/2019,31/12/2024,Galdakao,85500.0,85.5,86.0,31/05/2017,2271,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
15,BIBI-1900493,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/07/2019,31/12/2024,Galdakao,85750.0,85.75,86.0,31/05/2017,2271,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
15,BIBI-1900493,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/07/2019,31/12/2024,Lemoa,75750.0,75.75,76.0,31/05/2017,2271,4,3,small village,0,"43.20442750079056, -2.770602001828868", -2.770602001828868,43.20442750079056
