index,Reference,Owner,NIF/CIF,Registered office,City,Province,Postal Code,Concession opening,Concession termination,Municipality,Frequency,Frequency GHZ,Frequency GHZ rounded,Last opened concession,Number of concession,# of concession in municipality,# of owner in municipality,Population,population,Coordinates,Longitude,Latitude
2070,TFTF-2000838,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,10/12/2020,31/12/2025,Valverde,38321.5,38.3215,38.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2071,TFTF-2000853,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,28/12/2020,31/12/2025,San Cristóbal de La Laguna,38612.0,38.612,39.0,31/10/2012,1127,25,4,small village,0,"28.509878496002464, -16.326316081176778", -16.326316081176778,28.509878496002464
2071,TFTF-2000853,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,28/12/2020,31/12/2025,Santa Cruz de Tenerife,37352.0,37.352,37.0,31/10/2012,1127,44,4,small village,0,"28.517899906339867, -16.225427438816336", -16.225427438816336,28.517899906339867
2072,TFTF-2100038,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,01/03/2021,31/12/2026,Valverde,37089.5,37.0895,37.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2072,TFTF-2100038,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,01/03/2021,31/12/2026,Valverde,38349.5,38.3495,38.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2073,TFTF-2100134,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,22/03/2021,31/12/2026,Garachico,18652.5,18.6525,19.0,31/10/2012,2296,2,1,small village,0,"28.33214126740548, -16.751302039753764", -16.751302039753764,28.33214126740548
2073,TFTF-2100134,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,22/03/2021,31/12/2026,Los Realejos,19662.5,19.6625,20.0,31/10/2012,2296,22,5,small village,0,"28.354577626933605, -16.58568582691793", -16.58568582691793,28.354577626933605
2074,TFTF-2100325,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,10/05/2021,31/12/2026,Santa Cruz de Tenerife,75500.0,75.5,76.0,31/05/2017,2271,44,4,small village,0,"28.517899906339867, -16.225427438816336", -16.225427438816336,28.517899906339867
2074,TFTF-2100325,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,10/05/2021,31/12/2026,Santa Cruz de Tenerife,85500.0,85.5,86.0,31/05/2017,2271,44,4,small village,0,"28.517899906339867, -16.225427438816336", -16.225427438816336,28.517899906339867
2075,TFTF-2100634,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/09/2021,31/12/2026,Granadilla de Abona,75750.0,75.75,76.0,31/05/2017,2271,81,8,medium city,51233,"28.112072236061746, -16.563934875097317", -16.563934875097317,28.112072236061746
2075,TFTF-2100634,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/09/2021,31/12/2026,Granadilla de Abona,85750.0,85.75,86.0,31/05/2017,2271,81,8,medium city,51233,"28.112072236061746, -16.563934875097317", -16.563934875097317,28.112072236061746
2076,TFTF-2000726,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/10/2020,31/12/2025,La Orotava,22095.5,22.0955,22.0,31/07/2020,1328,6,2,small city,42187,"28.298936336042672, -16.576930144119128", -16.576930144119128,28.298936336042672
2076,TFTF-2000726,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/10/2020,31/12/2025,Los Realejos,23103.5,23.1035,23.0,31/07/2020,1328,22,5,small village,0,"28.354577626933605, -16.58568582691793", -16.58568582691793,28.354577626933605
2077,TFTF-2000755,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/11/2020,31/12/2025,Breña Alta,22106.0,22.106,22.0,31/07/2020,1328,9,2,village,7247,"28.656489871504487, -17.80317880950072", -17.80317880950072,28.656489871504487
2077,TFTF-2000755,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/11/2020,31/12/2025,Breña Baja,23114.0,23.114,23.0,31/07/2020,1328,2,1,village,5821,"28.63125926063052, -17.790558236774864", -17.790558236774864,28.63125926063052
2078,TFTF-2000776,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,11/11/2020,31/12/2025,Adeje,38150.0,38.15,38.0,31/07/2020,1328,7,1,small city,49030,"28.14002466295514, -16.724130955217888", -16.724130955217888,28.14002466295514
2078,TFTF-2000776,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,11/11/2020,31/12/2025,Adeje,39410.0,39.41,39.0,31/07/2020,1328,7,1,small city,49030,"28.14002466295514, -16.724130955217888", -16.724130955217888,28.14002466295514
2079,TFTF-2000837,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,10/12/2020,31/12/2025,Valverde,37075.5,37.0755,37.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2079,TFTF-2000837,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,10/12/2020,31/12/2025,Valverde,38335.5,38.3355,38.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2080,TFTF-2000838,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,10/12/2020,31/12/2025,Valverde,37061.5,37.0615,37.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2080,TFTF-2000838,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,10/12/2020,31/12/2025,Valverde,38321.5,38.3215,38.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2081,TFTF-2000853,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,28/12/2020,31/12/2025,San Cristóbal de La Laguna,38612.0,38.612,39.0,31/10/2012,1127,25,4,small village,0,"28.509878496002464, -16.326316081176778", -16.326316081176778,28.509878496002464
2081,TFTF-2000853,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,28/12/2020,31/12/2025,Santa Cruz de Tenerife,37352.0,37.352,37.0,31/10/2012,1127,44,4,small village,0,"28.517899906339867, -16.225427438816336", -16.225427438816336,28.517899906339867
2082,TFTF-2100038,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,01/03/2021,31/12/2026,Valverde,37089.5,37.0895,37.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2082,TFTF-2100038,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,01/03/2021,31/12/2026,Valverde,38349.5,38.3495,38.0,31/10/2012,2296,36,2,village,5069,"27.785259863459938, -17.94390753031897", -17.94390753031897,27.785259863459938
2083,TFTF-2100134,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,22/03/2021,31/12/2026,Garachico,18652.5,18.6525,19.0,31/10/2012,2296,2,1,small village,0,"28.33214126740548, -16.751302039753764", -16.751302039753764,28.33214126740548
2083,TFTF-2100134,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,22/03/2021,31/12/2026,Los Realejos,19662.5,19.6625,20.0,31/10/2012,2296,22,5,small village,0,"28.354577626933605, -16.58568582691793", -16.58568582691793,28.354577626933605
2084,TFTF-2100325,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,10/05/2021,31/12/2026,Santa Cruz de Tenerife,75500.0,75.5,76.0,31/05/2017,2271,44,4,small village,0,"28.517899906339867, -16.225427438816336", -16.225427438816336,28.517899906339867
2084,TFTF-2100325,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,10/05/2021,31/12/2026,Santa Cruz de Tenerife,85500.0,85.5,86.0,31/05/2017,2271,44,4,small village,0,"28.517899906339867, -16.225427438816336", -16.225427438816336,28.517899906339867
2085,TFTF-2100634,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/09/2021,31/12/2026,Granadilla de Abona,75750.0,75.75,76.0,31/05/2017,2271,81,8,medium city,51233,"28.112072236061746, -16.563934875097317", -16.563934875097317,28.112072236061746
2085,TFTF-2100634,ORANGE,A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/09/2021,31/12/2026,Granadilla de Abona,85750.0,85.75,86.0,31/05/2017,2271,81,8,medium city,51233,"28.112072236061746, -16.563934875097317", -16.563934875097317,28.112072236061746
2086,BIZZ-0500014,ITELAZPI,A95282216,"CALLE TEKNOLOGI ELKARTEGIA, EDIF 101.",ZAMUDIO,BIZKAIA,48170,08/03/2006,31/12/2026,Lapoblación,14949.0,14.949,15.0,31/10/2007,407,2,2,small village,0,"42.60035207536704, -2.460611066200042", -2.460611066200042,42.60035207536704
2087,BIZZ-0800157,ITELAZPI,A95282216,"CALLE PARQUE TECNOL\xc3\x93GICO, 101.",ZAMUDIO,BIZKAIA,48170,17/11/2008,31/12/2023,Berrioplano,23163.0,23.163,23.0,31/10/2007,407,26,8,small village,0,"42.85803877616883, -1.7032669420124762", -1.7032669420124762,42.85803877616883
2087,BIZZ-0800157,ITELAZPI,A95282216,"CALLE PARQUE TECNOL\xc3\x93GICO, 101.",ZAMUDIO,BIZKAIA,48170,17/11/2008,31/12/2023,Pamplona,22155.0,22.155,22.0,31/10/2007,407,26,8,medium city,203944,"42.81494109147266, -1.6513679431172656", -1.6513679431172656,42.81494109147266
2087,BIZZ-0800157,ITELAZPI,A95282216,"CALLE PARQUE TECNOL\xc3\x93GICO, 101.",ZAMUDIO,BIZKAIA,48170,17/11/2008,31/12/2023,Ordizia,14949.0,14.949,15.0,31/10/2007,407,1,1,small village,0,"43.059080103514816, -2.1812449984026974", -2.1812449984026974,43.059080103514816
2088,DGNA-0100304,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,20/04/2001,31/12/2026,Monreal,862.8,0.8627999999999999,1.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2089,DGNA-8832016,RETEVISION,A62275680,"AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,30/04/2001,31/12/2026,Monreal,867.6,0.8676,1.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2090,DGZZ-9200205,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,08/06/2001,31/12/2026,Monreal,6197.24,6.19724,6.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2090,DGZZ-9200205,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,08/06/2001,31/12/2026,Monreal,6315.84,6.315840000000001,6.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Eratsun,6034.15,6.0341499999999995,6.0,31/10/2012,2296,11,3,small village,0,"43.10542597753923, -1.8043128182541321", -1.8043128182541321,43.10542597753923
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Eratsun,6152.75,6.15275,6.0,31/10/2012,2296,11,3,small village,0,"43.10542597753923, -1.8043128182541321", -1.8043128182541321,43.10542597753923
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Eratsun,6580.0,6.58,7.0,31/10/2012,2296,11,3,small village,0,"43.10542597753923, -1.8043128182541321", -1.8043128182541321,43.10542597753923
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Eratsun,6610.0,6.61,7.0,31/10/2012,2296,11,3,small village,0,"43.10542597753923, -1.8043128182541321", -1.8043128182541321,43.10542597753923
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Eratsun,6640.0,6.64,7.0,31/10/2012,2296,11,3,small village,0,"43.10542597753923, -1.8043128182541321", -1.8043128182541321,43.10542597753923
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Monreal,6920.0,6.92,7.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Monreal,6950.0,6.95,7.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Monreal,6980.0,6.98,7.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Monreal,7836.65,7.83665,8.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Monreal,7866.3,7.8663,8.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2091,DGZZ-9200214,RETEVISION,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,8040,26/02/2001,31/12/2026,Monreal,7895.95,7.89595,8.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2092,LOZZ-0800083,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,16/12/2008,31/12/2023,Funes,7762.525,7.762524999999999,8.0,31/10/2006,174,13,5,small village,0,"42.290076632912964, -1.8061857400625034", -1.8061857400625034,42.290076632912964
2093,LOZZ-1300055,RETEVISION,A62275680,"CALLE JUAN ESPLAND\xc3\x8dU, 11.",MADRID,MADRID,28007,02/12/2013,31/12/2023,Funes,6655.0,6.655,7.0,31/10/2012,2296,13,5,small village,0,"42.290076632912964, -1.8061857400625034", -1.8061857400625034,42.290076632912964
2093,LOZZ-1300055,RETEVISION,A62275680,"CALLE JUAN ESPLAND\xc3\x8dU, 11.",MADRID,MADRID,28007,02/12/2013,31/12/2023,Funes,6715.0,6.715,7.0,31/10/2012,2296,13,5,small village,0,"42.290076632912964, -1.8061857400625034", -1.8061857400625034,42.290076632912964
2094,LOZZ-1400074,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,30/07/2014,31/12/2024,Funes,13031.0,13.031,13.0,31/10/2012,1127,13,5,small village,0,"42.290076632912964, -1.8061857400625034", -1.8061857400625034,42.290076632912964
2095,LOZZ-1900095,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28807,15/04/2019,31/12/2024,Tudela,23282.0,23.282,23.0,31/07/2020,1328,6,3,small city,37042,"42.0812134325994, -1.6444568678126184", -1.6444568678126184,42.0812134325994
2096,LOZZ-1900127,VODAFONE,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,08/05/2019,31/12/2024,San Adrián,23198.0,23.198,23.0,31/07/2020,1328,2,2,village,6344,"42.34519189304425, -1.9193530265815695", -1.9193530265815695,42.34519189304425
2097,LOZZ-1900268,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,03/12/2019,31/12/2024,Castejón,75625.0,75.625,76.0,31/05/2017,2271,1,1,small village,0,"42.155898912112285, -1.6795322317762895", -1.6795322317762895,42.155898912112285
2098,LOZZ-2000073,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,27/05/2020,31/12/2025,Ayegui,7851.475,7.851475000000001,8.0,31/07/2020,1328,1,1,small village,0,"42.648757872678054, -2.0469966327581126", -2.0469966327581126,42.648757872678054
2099,LOZZ-2100039,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/02/2021,31/12/2026,Viana,22526.0,22.526,23.0,31/07/2020,1328,1,1,small village,0,"42.50605440339047, -2.3585689955641813", -2.3585689955641813,42.50605440339047
2100,LOZZ-2100321,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,08/11/2021,31/12/2026,Milagro,23177.0,23.177,23.0,31/07/2020,1328,2,1,small village,0,"42.23600866202688, -1.7654672982221837", -1.7654672982221837,42.23600866202688
2101,M NA-0000768,VODAFONE,A80907397,"AVDA AMERICA, 115.",MADRID,MADRID,28042,08/06/2001,31/12/2026,Cizur,14515.0,14.515,15.0,31/07/2020,1328,4,2,small village,0,"42.75924202390073, -1.7324494386507905", -1.7324494386507905,42.75924202390073
2101,M NA-0000768,VODAFONE,A80907397,"AVDA AMERICA, 115.",MADRID,MADRID,28042,08/06/2001,31/12/2026,Dicastillo,14935.0,14.935,15.0,31/07/2020,1328,2,2,small village,0,"42.562392864278884, -2.040905891129882", -2.040905891129882,42.562392864278884
2102,M NA-0258011,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,30/09/2003,31/12/2023,Cizur,7747.7,7.7477,8.0,30/09/2003,154,4,2,small village,0,"42.75924202390073, -1.7324494386507905", -1.7324494386507905,42.75924202390073
2102,M NA-0258011,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,30/09/2003,31/12/2023,Cizur,7866.3,7.8663,8.0,30/09/2003,154,4,2,small village,0,"42.75924202390073, -1.7324494386507905", -1.7324494386507905,42.75924202390073
2102,M NA-0258011,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,30/09/2003,31/12/2023,Lumbier,8059.02,8.05902,8.0,30/09/2003,154,13,3,small village,0,"42.64793060095327, -1.2899668685688541", -1.2899668685688541,42.64793060095327
2102,M NA-0258011,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,30/09/2003,31/12/2023,Lumbier,8177.619999999999,8.17762,8.0,30/09/2003,154,13,3,small village,0,"42.64793060095327, -1.2899668685688541", -1.2899668685688541,42.64793060095327
2103,M NA-0400214,VODAFONE,A80907397,"AVDA AMERICA, 115.",MADRID,MADRID,28042,25/01/2006,31/12/2026,Berrioplano,19370.0,19.37,19.0,31/07/2020,1328,26,8,small village,0,"42.85803877616883, -1.7032669420124762", -1.7032669420124762,42.85803877616883
2103,M NA-0400214,VODAFONE,A80907397,"AVDA AMERICA, 115.",MADRID,MADRID,28042,25/01/2006,31/12/2026,Pamplona,18360.0,18.36,18.0,31/07/2020,1328,26,8,medium city,203944,"42.81494109147266, -1.6513679431172656", -1.6513679431172656,42.81494109147266
2104,M NA-9758013,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,15/02/2001,31/12/2026,Altsasu,8118.319999999999,8.118319999999999,8.0,30/09/2003,154,2,2,small village,0,"42.913185558458906, -2.1829785207096704", -2.1829785207096704,42.913185558458906
2104,M NA-9758013,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,15/02/2001,31/12/2026,Pamplona,8118.319999999999,8.118319999999999,8.0,30/09/2003,154,26,8,medium city,203944,"42.81494109147266, -1.6513679431172656", -1.6513679431172656,42.81494109147266
2104,M NA-9758013,MARQUES BIDCO,B88419569,"CL PEDRO TEIXEIRA, 8. 6\xc2\xba",MADRID,MADRID,28020,15/02/2001,31/12/2026,Uharte Arakil,7807.0,7.807,8.0,30/09/2003,154,14,5,small village,0,"42.92685843347084, -1.9613016265828487", -1.9613016265828487,42.92685843347084
2105,M NA-9800861,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,15/02/2001,31/12/2026,Galar,13059.0,13.059,13.0,31/10/2012,2296,25,4,small village,0,"42.74751231773893, -1.670763353090876", -1.670763353090876,42.74751231773893
2105,M NA-9800861,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,15/02/2001,31/12/2026,Galar,13227.0,13.227,13.0,31/10/2012,2296,25,4,small village,0,"42.74751231773893, -1.670763353090876", -1.670763353090876,42.74751231773893
2105,M NA-9800861,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,15/02/2001,31/12/2026,Monreal,12793.0,12.793,13.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2105,M NA-9800861,RETEVISION,A62275680,"CALLE JUAN ESPLANDI\xc3\x9a, 11.",MADRID,MADRID,28007,15/02/2001,31/12/2026,Monreal,12961.0,12.961,13.0,31/10/2012,2296,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2106,NANA-0600002,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AVDA SAN JORGE, 81.",PAMPLONA,NAVARRA,31012,30/10/2006,31/12/2026,Esteribar,8118.319999999999,8.118319999999999,8.0,31/10/2006,174,4,1,small village,0,"42.946101402251244, -1.5271897395494411", -1.5271897395494411,42.946101402251244
2106,NANA-0600002,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AVDA SAN JORGE, 81.",PAMPLONA,NAVARRA,31012,30/10/2006,31/12/2026,Esteribar,8147.970000000001,8.14797,8.0,31/10/2006,174,4,1,small village,0,"42.946101402251244, -1.5271897395494411", -1.5271897395494411,42.946101402251244
2106,NANA-0600002,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AVDA SAN JORGE, 81.",PAMPLONA,NAVARRA,31012,30/10/2006,31/12/2026,Monreal,7807.0,7.807,8.0,31/10/2006,174,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2106,NANA-0600002,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AVDA SAN JORGE, 81.",PAMPLONA,NAVARRA,31012,30/10/2006,31/12/2026,Monreal,7836.65,7.83665,8.0,31/10/2006,174,32,4,small village,0,"42.70460491834953, -1.5267004605311292", -1.5267004605311292,42.70460491834953
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Lalín,17865.0,17.865,18.0,31/10/2006,174,7,2,small city,20207,"42.66168743157886, -8.131024098911352", -8.131024098911352,42.66168743157886
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Améscoa Baja,8118.319999999999,8.118319999999999,8.0,31/10/2006,174,4,1,small village,0,"42.77268128377187, -2.126919310052425", -2.126919310052425,42.77268128377187
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Améscoa Baja,8147.970000000001,8.14797,8.0,31/10/2006,174,4,1,small village,0,"42.77268128377187, -2.126919310052425", -2.126919310052425,42.77268128377187
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Basaburua,13059.0,13.059,13.0,31/10/2006,174,2,1,small village,0,"43.02624255322866, -1.805603922524049", -1.805603922524049,43.02624255322866
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Galar,7807.0,7.807,8.0,31/10/2006,174,25,4,small village,0,"42.74751231773893, -1.670763353090876", -1.670763353090876,42.74751231773893
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Galar,7836.65,7.83665,8.0,31/10/2006,174,25,4,small village,0,"42.74751231773893, -1.670763353090876", -1.670763353090876,42.74751231773893
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Galar,7866.3,7.8663,8.0,31/10/2006,174,25,4,small village,0,"42.74751231773893, -1.670763353090876", -1.670763353090876,42.74751231773893
2107,NANA-0600003,NAVARRA SERVICIOS TECNOLOGIAS,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRU\xc3\x91A,NAVARRA,31012,31/10/2006,31/12/2026,Galar,7895.95,7.89595,8.0,31/10/2006,174,25,4,small village,0,"42.74751231773893, -1.670763353090876", -1.670763353090876,42.74751231773893
